year_month,direction,sex,age,estimate
2015-12,Departures,Female,90+ years,1
2015-12,Departures,Male,0-4 years,324
2015-12,Departures,Male,10-14 years,296
2015-12,Departures,Male,15-19 years,576
2015-12,Departures,Male,20-24 years,830
2015-12,Departures,Male,25-29 years,841
2015-12,Departures,Male,30-34 years,466
2015-12,Departures,Male,35-39 years,266
2015-12,Departures,Male,40-44 years,215
2015-12,Departures,Male,45-49 years,206
2015-12,Departures,Male,50-54 years,156
2015-12,Departures,Male,55-59 years,135
2015-12,Departures,Male,60-64 years,96
2015-12,Departures,Male,65-69 years,57
2015-12,Departures,Male,70-74 years,30
2015-12,Departures,Male,75-79 years,24
2015-12,Departures,Male,80-84 years,10
2015-12,Departures,Male,85-89 years,3
2016-01,Arrivals,Female,0-4 years,363
2016-01,Arrivals,Female,10-14 years,520
2016-01,Arrivals,Female,15-19 years,891
2016-01,Arrivals,Female,20-24 years,906
2016-01,Arrivals,Female,25-29 years,1281
2016-01,Arrivals,Female,30-34 years,754
2016-01,Arrivals,Female,35-39 years,526
2016-01,Arrivals,Female,40-44 years,453
2016-01,Arrivals,Female,45-49 years,260
2016-01,Arrivals,Female,50-54 years,209
2016-01,Arrivals,Female,55-59 years,141
2016-01,Arrivals,Female,60-64 years,129
2016-01,Arrivals,Female,65-69 years,87
2016-01,Arrivals,Female,70-74 years,30
2016-01,Arrivals,Female,75-79 years,21
2016-01,Arrivals,Female,80-84 years,9
2016-01,Arrivals,Female,85-89 years,8
2016-01,Arrivals,Female,90+ years,3
2016-01,Arrivals,Male,0-4 years,435
2016-01,Arrivals,Male,10-14 years,553
2016-01,Arrivals,Male,15-19 years,988
2016-01,Arrivals,Male,20-24 years,1016
2016-01,Arrivals,Male,25-29 years,1128
2016-01,Arrivals,Male,30-34 years,795
2016-01,Arrivals,Male,35-39 years,489
2016-01,Arrivals,Male,40-44 years,399
2016-01,Arrivals,Male,45-49 years,275
2016-01,Arrivals,Male,50-54 years,197
2016-01,Arrivals,Male,55-59 years,159
2016-01,Arrivals,Male,60-64 years,118
2016-01,Arrivals,Male,65-69 years,90
2016-01,Arrivals,Male,70-74 years,44
2016-01,Arrivals,Male,75-79 years,19
2016-01,Arrivals,Male,80-84 years,8
2016-01,Arrivals,Male,85-89 years,3
2016-01,Arrivals,Male,90+ years,1
2016-01,Departures,Female,0-4 years,218
2016-01,Departures,Female,10-14 years,172
2016-01,Departures,Female,15-19 years,319
2016-01,Departures,Female,20-24 years,531
2016-01,Departures,Female,25-29 years,573
2016-01,Departures,Female,30-34 years,303
2016-01,Departures,Female,35-39 years,215
2016-01,Departures,Female,40-44 years,191
2016-01,Departures,Female,45-49 years,150
2016-01,Departures,Female,50-54 years,151
2016-01,Departures,Female,55-59 years,111
2016-01,Departures,Female,60-64 years,66
2016-01,Departures,Female,65-69 years,49
2016-01,Departures,Female,70-74 years,28
2016-01,Departures,Female,75-79 years,22
2016-01,Departures,Female,80-84 years,7
2016-01,Departures,Female,85-89 years,4
2016-01,Departures,Female,90+ years,2
2016-01,Departures,Male,0-4 years,258
2016-01,Departures,Male,10-14 years,209
2016-01,Departures,Male,15-19 years,289
2016-01,Departures,Male,20-24 years,613
2016-01,Departures,Male,25-29 years,624
2016-01,Departures,Male,30-34 years,351
2016-01,Departures,Male,35-39 years,198
2016-01,Departures,Male,40-44 years,183
2016-01,Departures,Male,45-49 years,166
2016-01,Departures,Male,50-54 years,130
2016-01,Departures,Male,55-59 years,93
2016-01,Departures,Male,60-64 years,82
2016-01,Departures,Male,65-69 years,51
2016-01,Departures,Male,70-74 years,28
2016-01,Departures,Male,75-79 years,10
2016-01,Departures,Male,80-84 years,8
2016-01,Departures,Male,85-89 years,1
2016-01,Departures,Male,90+ years,1
2016-02,Arrivals,Female,0-4 years,403
2016-02,Arrivals,Female,10-14 years,239
2016-02,Arrivals,Female,15-19 years,788
2016-02,Arrivals,Female,20-24 years,1362
2016-02,Arrivals,Female,25-29 years,1492
2016-02,Arrivals,Female,30-34 years,819
2016-02,Arrivals,Female,35-39 years,487
2016-02,Arrivals,Female,40-44 years,309
2016-02,Arrivals,Female,45-49 years,204
2016-02,Arrivals,Female,50-54 years,181
2016-02,Arrivals,Female,55-59 years,155
2016-02,Arrivals,Female,60-64 years,139
2016-02,Arrivals,Female,65-69 years,89
2016-02,Arrivals,Female,70-74 years,48
2016-02,Arrivals,Female,75-79 years,19
2016-02,Arrivals,Female,80-84 years,10
2016-02,Arrivals,Female,85-89 years,4
2016-02,Arrivals,Female,90+ years,1
2016-02,Arrivals,Male,0-4 years,426
2016-02,Arrivals,Male,10-14 years,279
2016-02,Arrivals,Male,15-19 years,880
2016-02,Arrivals,Male,20-24 years,1548
2016-02,Arrivals,Male,25-29 years,1466
2016-02,Arrivals,Male,30-34 years,919
2016-02,Arrivals,Male,35-39 years,558
2016-02,Arrivals,Male,40-44 years,392
2016-02,Arrivals,Male,45-49 years,266
2016-02,Arrivals,Male,50-54 years,172
2016-02,Arrivals,Male,55-59 years,148
2016-02,Arrivals,Male,60-64 years,117
2016-02,Arrivals,Male,65-69 years,103
2016-02,Arrivals,Male,70-74 years,38
2016-02,Arrivals,Male,75-79 years,26
2016-02,Arrivals,Male,80-84 years,8
2016-02,Arrivals,Male,85-89 years,6
2016-02,Departures,Female,0-4 years,190
2016-02,Departures,Female,10-14 years,84
2016-02,Departures,Female,15-19 years,250
2016-02,Departures,Female,20-24 years,543
2016-02,Departures,Female,25-29 years,588
2016-02,Departures,Female,30-34 years,322
2016-02,Departures,Female,35-39 years,184
2016-02,Departures,Female,40-44 years,128
2016-02,Departures,Female,45-49 years,120
2016-02,Departures,Female,50-54 years,118
2016-02,Departures,Female,55-59 years,112
2016-02,Departures,Female,60-64 years,74
2016-02,Departures,Female,65-69 years,66
2016-02,Departures,Female,70-74 years,32
2016-02,Departures,Female,75-79 years,20
2016-02,Departures,Female,80-84 years,14
2016-02,Departures,Female,85-89 years,6
2016-02,Departures,Female,90+ years,1
2016-02,Departures,Male,0-4 years,195
2016-02,Departures,Male,10-14 years,86
2016-02,Departures,Male,15-19 years,243
2016-02,Departures,Male,20-24 years,608
2016-02,Departures,Male,25-29 years,615
2016-02,Departures,Male,30-34 years,353
2016-02,Departures,Male,35-39 years,218
2016-02,Departures,Male,40-44 years,164
2016-02,Departures,Male,45-49 years,149
2016-02,Departures,Male,50-54 years,114
2016-02,Departures,Male,55-59 years,106
2016-02,Departures,Male,60-64 years,79
2016-02,Departures,Male,65-69 years,65
2016-02,Departures,Male,70-74 years,31
2016-02,Departures,Male,75-79 years,23
2016-02,Departures,Male,80-84 years,8
2016-02,Departures,Male,85-89 years,5
2016-02,Departures,Male,90+ years,1
2016-03,Arrivals,Female,0-4 years,430
2016-03,Arrivals,Female,10-14 years,206
2016-03,Arrivals,Female,15-19 years,311
2016-03,Arrivals,Female,20-24 years,828
2016-03,Arrivals,Female,25-29 years,1247
2016-03,Arrivals,Female,30-34 years,685
2016-03,Arrivals,Female,35-39 years,401
2016-03,Arrivals,Female,40-44 years,285
2016-03,Arrivals,Female,45-49 years,175
2016-03,Arrivals,Female,50-54 years,167
2016-03,Arrivals,Female,55-59 years,188
2016-03,Arrivals,Female,60-64 years,177
2016-03,Arrivals,Female,65-69 years,100
2016-03,Arrivals,Female,70-74 years,33
2016-03,Arrivals,Female,75-79 years,24
2016-03,Arrivals,Female,80-84 years,18
2016-03,Arrivals,Female,85-89 years,6
2016-03,Arrivals,Female,90+ years,3
2016-03,Arrivals,Male,0-4 years,425
2016-03,Arrivals,Male,10-14 years,199
2016-03,Arrivals,Male,15-19 years,440
2016-03,Arrivals,Male,20-24 years,895
2016-03,Arrivals,Male,25-29 years,1075
2016-03,Arrivals,Male,30-34 years,707
2016-03,Arrivals,Male,35-39 years,459
2016-03,Arrivals,Male,40-44 years,371
2016-03,Arrivals,Male,45-49 years,249
2016-03,Arrivals,Male,50-54 years,195
2016-03,Arrivals,Male,55-59 years,158
2016-03,Arrivals,Male,60-64 years,176
2016-03,Arrivals,Male,65-69 years,107
2016-03,Arrivals,Male,70-74 years,43
2016-03,Arrivals,Male,75-79 years,17
2016-03,Arrivals,Male,80-84 years,15
2016-03,Arrivals,Male,85-89 years,6
2016-03,Arrivals,Male,90+ years,1
2016-03,Departures,Female,0-4 years,228
2016-03,Departures,Female,10-14 years,84
2016-03,Departures,Female,15-19 years,164
2016-03,Departures,Female,20-24 years,632
2016-03,Departures,Female,25-29 years,730
2016-03,Departures,Female,30-34 years,370
2016-03,Departures,Female,35-39 years,232
2016-03,Departures,Female,40-44 years,144
2016-03,Departures,Female,45-49 years,134
2016-03,Departures,Female,50-54 years,136
2016-03,Departures,Female,55-59 years,117
2016-03,Departures,Female,60-64 years,87
2016-03,Departures,Female,65-69 years,72
2016-03,Departures,Female,70-74 years,42
2016-03,Departures,Female,75-79 years,18
2016-03,Departures,Female,80-84 years,8
2016-03,Departures,Female,85-89 years,7
2016-03,Departures,Female,90+ years,2
2016-03,Departures,Male,0-4 years,232
2016-03,Departures,Male,10-14 years,82
2016-03,Departures,Male,15-19 years,150
2016-03,Departures,Male,20-24 years,605
2016-03,Departures,Male,25-29 years,752
2016-03,Departures,Male,30-34 years,456
2016-03,Departures,Male,35-39 years,246
2016-03,Departures,Male,40-44 years,177
2016-03,Departures,Male,45-49 years,152
2016-03,Departures,Male,50-54 years,120
2016-03,Departures,Male,55-59 years,125
2016-03,Departures,Male,60-64 years,109
2016-03,Departures,Male,65-69 years,81
2016-03,Departures,Male,70-74 years,41
2016-03,Departures,Male,75-79 years,20
2016-03,Departures,Male,80-84 years,14
2016-03,Departures,Male,85-89 years,4
2016-03,Departures,Male,90+ years,1
2016-04,Arrivals,Female,0-4 years,331
2016-04,Arrivals,Female,10-14 years,212
2016-04,Arrivals,Female,15-19 years,360
2016-04,Arrivals,Female,20-24 years,620
2016-04,Arrivals,Female,25-29 years,888
2016-04,Arrivals,Female,30-34 years,631
2016-04,Arrivals,Female,35-39 years,354
2016-04,Arrivals,Female,40-44 years,232
2016-04,Arrivals,Female,45-49 years,175
2016-04,Arrivals,Female,50-54 years,149
2016-04,Arrivals,Female,55-59 years,163
2016-04,Arrivals,Female,60-64 years,144
2016-04,Arrivals,Female,65-69 years,70
2016-04,Arrivals,Female,70-74 years,47
2016-04,Arrivals,Female,75-79 years,24
2016-04,Arrivals,Female,80-84 years,11
2016-04,Arrivals,Female,85-89 years,8
2016-04,Arrivals,Female,90+ years,2
2016-04,Arrivals,Male,0-4 years,338
2016-04,Arrivals,Male,10-14 years,221
2016-04,Arrivals,Male,15-19 years,460
2016-04,Arrivals,Male,20-24 years,693
2016-04,Arrivals,Male,25-29 years,855
2016-04,Arrivals,Male,30-34 years,651
2016-04,Arrivals,Male,35-39 years,414
2016-04,Arrivals,Male,40-44 years,298
2016-04,Arrivals,Male,45-49 years,208
2016-04,Arrivals,Male,50-54 years,160
2016-04,Arrivals,Male,55-59 years,130
2016-04,Arrivals,Male,60-64 years,132
2016-04,Arrivals,Male,65-69 years,93
2016-04,Arrivals,Male,70-74 years,32
2016-04,Arrivals,Male,75-79 years,29
2016-04,Arrivals,Male,80-84 years,12
2016-04,Arrivals,Male,85-89 years,2
2016-04,Departures,Female,0-4 years,230
2016-04,Departures,Female,10-14 years,112
2016-04,Departures,Female,15-19 years,190
2016-04,Departures,Female,20-24 years,583
2016-04,Departures,Female,25-29 years,743
2016-04,Departures,Female,30-34 years,366
2016-04,Departures,Female,35-39 years,204
2016-04,Departures,Female,40-44 years,162
2016-04,Departures,Female,45-49 years,131
2016-04,Departures,Female,50-54 years,133
2016-04,Departures,Female,55-59 years,141
2016-04,Departures,Female,60-64 years,88
2016-04,Departures,Female,65-69 years,68
2016-04,Departures,Female,70-74 years,39
2016-04,Departures,Female,75-79 years,30
2016-04,Departures,Female,80-84 years,14
2016-04,Departures,Female,85-89 years,10
2016-04,Departures,Female,90+ years,2
2016-04,Departures,Male,0-4 years,252
2016-04,Departures,Male,10-14 years,123
2016-04,Departures,Male,15-19 years,165
2016-04,Departures,Male,20-24 years,547
2016-04,Departures,Male,25-29 years,728
2016-04,Departures,Male,30-34 years,444
2016-04,Departures,Male,35-39 years,240
2016-04,Departures,Male,40-44 years,187
2016-04,Departures,Male,45-49 years,176
2016-04,Departures,Male,50-54 years,137
2016-04,Departures,Male,55-59 years,106
2016-04,Departures,Male,60-64 years,101
2016-04,Departures,Male,65-69 years,76
2016-04,Departures,Male,70-74 years,32
2016-04,Departures,Male,75-79 years,28
2016-04,Departures,Male,80-84 years,13
2016-04,Departures,Male,85-89 years,5
2016-05,Arrivals,Female,0-4 years,352
2016-05,Arrivals,Female,10-14 years,186
2016-05,Arrivals,Female,15-19 years,254
2016-05,Arrivals,Female,20-24 years,621
2016-05,Arrivals,Female,25-29 years,1037
2016-05,Arrivals,Female,30-34 years,610
2016-05,Arrivals,Female,35-39 years,373
2016-05,Arrivals,Female,40-44 years,241
2016-05,Arrivals,Female,45-49 years,176
2016-05,Arrivals,Female,50-54 years,138
2016-05,Arrivals,Female,55-59 years,163
2016-05,Arrivals,Female,60-64 years,150
2016-05,Arrivals,Female,65-69 years,77
2016-05,Arrivals,Female,70-74 years,29
2016-05,Arrivals,Female,75-79 years,24
2016-05,Arrivals,Female,80-84 years,12
2016-05,Arrivals,Female,85-89 years,3
2016-05,Arrivals,Female,90+ years,3
2016-05,Arrivals,Male,0-4 years,366
2016-05,Arrivals,Male,10-14 years,205
2016-05,Arrivals,Male,15-19 years,380
2016-05,Arrivals,Male,20-24 years,695
2016-05,Arrivals,Male,25-29 years,919
2016-05,Arrivals,Male,30-34 years,643
2016-05,Arrivals,Male,35-39 years,440
2016-05,Arrivals,Male,40-44 years,301
2016-05,Arrivals,Male,45-49 years,200
2016-05,Arrivals,Male,50-54 years,155
2016-05,Arrivals,Male,55-59 years,139
2016-05,Arrivals,Male,60-64 years,136
2016-05,Arrivals,Male,65-69 years,84
2016-05,Arrivals,Male,70-74 years,40
2016-05,Arrivals,Male,75-79 years,21
2016-05,Arrivals,Male,80-84 years,8
2016-05,Arrivals,Male,85-89 years,3
2016-05,Arrivals,Male,90+ years,1
2016-05,Departures,Female,0-4 years,237
2016-05,Departures,Female,10-14 years,84
2016-05,Departures,Female,15-19 years,139
2016-05,Departures,Female,20-24 years,571
2016-05,Departures,Female,25-29 years,768
2016-05,Departures,Female,30-34 years,387
2016-05,Departures,Female,35-39 years,222
2016-05,Departures,Female,40-44 years,148
2016-05,Departures,Female,45-49 years,136
2016-05,Departures,Female,50-54 years,120
2016-05,Departures,Female,55-59 years,131
2016-05,Departures,Female,60-64 years,108
2016-05,Departures,Female,65-69 years,77
2016-05,Departures,Female,70-74 years,36
2016-05,Departures,Female,75-79 years,33
2016-05,Departures,Female,80-84 years,22
2016-05,Departures,Female,85-89 years,8
2016-05,Departures,Female,90+ years,4
2016-05,Departures,Male,0-4 years,234
2016-05,Departures,Male,10-14 years,78
2016-05,Departures,Male,15-19 years,145
2016-05,Departures,Male,20-24 years,603
2016-05,Departures,Male,25-29 years,793
2016-05,Departures,Male,30-34 years,461
2016-05,Departures,Male,35-39 years,261
2016-05,Departures,Male,40-44 years,186
2016-05,Departures,Male,45-49 years,146
2016-05,Departures,Male,50-54 years,137
2016-05,Departures,Male,55-59 years,111
2016-05,Departures,Male,60-64 years,96
2016-05,Departures,Male,65-69 years,74
2016-05,Departures,Male,70-74 years,28
2016-05,Departures,Male,75-79 years,23
2016-05,Departures,Male,80-84 years,15
2016-05,Departures,Male,85-89 years,6
2016-05,Departures,Male,90+ years,1
2016-06,Arrivals,Female,0-4 years,347
2016-06,Arrivals,Female,10-14 years,200
2016-06,Arrivals,Female,15-19 years,308
2016-06,Arrivals,Female,20-24 years,721
2016-06,Arrivals,Female,25-29 years,937
2016-06,Arrivals,Female,30-34 years,678
2016-06,Arrivals,Female,35-39 years,375
2016-06,Arrivals,Female,40-44 years,269
2016-06,Arrivals,Female,45-49 years,166
2016-06,Arrivals,Female,50-54 years,142
2016-06,Arrivals,Female,55-59 years,172
2016-06,Arrivals,Female,60-64 years,125
2016-06,Arrivals,Female,65-69 years,64
2016-06,Arrivals,Female,70-74 years,29
2016-06,Arrivals,Female,75-79 years,14
2016-06,Arrivals,Female,80-84 years,12
2016-06,Arrivals,Female,85-89 years,6
2016-06,Arrivals,Female,90+ years,1
2016-06,Arrivals,Male,0-4 years,376
2016-06,Arrivals,Male,10-14 years,230
2016-06,Arrivals,Male,15-19 years,419
2016-06,Arrivals,Male,20-24 years,728
2016-06,Arrivals,Male,25-29 years,876
2016-06,Arrivals,Male,30-34 years,653
2016-06,Arrivals,Male,35-39 years,451
2016-06,Arrivals,Male,40-44 years,338
2016-06,Arrivals,Male,45-49 years,210
2016-06,Arrivals,Male,50-54 years,153
2016-06,Arrivals,Male,55-59 years,128
2016-06,Arrivals,Male,60-64 years,120
2016-06,Arrivals,Male,65-69 years,86
2016-06,Arrivals,Male,70-74 years,22
2016-06,Arrivals,Male,75-79 years,14
2016-06,Arrivals,Male,80-84 years,12
2016-06,Arrivals,Male,85-89 years,2
2016-06,Arrivals,Male,90+ years,1
2016-06,Departures,Female,0-4 years,216
2016-06,Departures,Female,10-14 years,113
2016-06,Departures,Female,15-19 years,180
2016-06,Departures,Female,20-24 years,639
2016-06,Departures,Female,25-29 years,722
2016-06,Departures,Female,30-34 years,348
2016-06,Departures,Female,35-39 years,209
2016-06,Departures,Female,40-44 years,150
2016-06,Departures,Female,45-49 years,133
2016-06,Departures,Female,50-54 years,125
2016-06,Departures,Female,55-59 years,113
2016-06,Departures,Female,60-64 years,78
2016-06,Departures,Female,65-69 years,64
2016-06,Departures,Female,70-74 years,31
2016-06,Departures,Female,75-79 years,26
2016-06,Departures,Female,80-84 years,9
2016-06,Departures,Female,85-89 years,7
2016-06,Departures,Male,0-4 years,201
2016-06,Departures,Male,10-14 years,100
2016-06,Departures,Male,15-19 years,182
2016-06,Departures,Male,20-24 years,648
2016-06,Departures,Male,25-29 years,766
2016-06,Departures,Male,30-34 years,396
2016-06,Departures,Male,35-39 years,231
2016-06,Departures,Male,40-44 years,157
2016-06,Departures,Male,45-49 years,165
2016-06,Departures,Male,50-54 years,125
2016-06,Departures,Male,55-59 years,91
2016-06,Departures,Male,60-64 years,76
2016-06,Departures,Male,65-69 years,49
2016-06,Departures,Male,70-74 years,30
2016-06,Departures,Male,75-79 years,25
2016-06,Departures,Male,80-84 years,10
2016-06,Departures,Male,85-89 years,1
2016-07,Arrivals,Female,0-4 years,365
2016-07,Arrivals,Female,10-14 years,355
2016-07,Arrivals,Female,15-19 years,859
2016-07,Arrivals,Female,20-24 years,1053
2016-07,Arrivals,Female,25-29 years,1082
2016-07,Arrivals,Female,30-34 years,719
2016-07,Arrivals,Female,35-39 years,476
2016-07,Arrivals,Female,40-44 years,338
2016-07,Arrivals,Female,45-49 years,227
2016-07,Arrivals,Female,50-54 years,193
2016-07,Arrivals,Female,55-59 years,158
2016-07,Arrivals,Female,60-64 years,135
2016-07,Arrivals,Female,65-69 years,78
2016-07,Arrivals,Female,70-74 years,25
2016-07,Arrivals,Female,75-79 years,23
2016-07,Arrivals,Female,80-84 years,11
2016-07,Arrivals,Female,85-89 years,6
2016-07,Arrivals,Female,90+ years,1
2016-07,Arrivals,Male,0-4 years,370
2016-07,Arrivals,Male,10-14 years,416
2016-07,Arrivals,Male,15-19 years,945
2016-07,Arrivals,Male,20-24 years,1098
2016-07,Arrivals,Male,25-29 years,1052
2016-07,Arrivals,Male,30-34 years,764
2016-07,Arrivals,Male,35-39 years,506
2016-07,Arrivals,Male,40-44 years,382
2016-07,Arrivals,Male,45-49 years,251
2016-07,Arrivals,Male,50-54 years,184
2016-07,Arrivals,Male,55-59 years,131
2016-07,Arrivals,Male,60-64 years,119
2016-07,Arrivals,Male,65-69 years,65
2016-07,Arrivals,Male,70-74 years,26
2016-07,Arrivals,Male,75-79 years,15
2016-07,Arrivals,Male,80-84 years,3
2016-07,Arrivals,Male,85-89 years,2
2016-07,Arrivals,Male,90+ years,1
2016-07,Departures,Female,0-4 years,247
2016-07,Departures,Female,10-14 years,151
2016-07,Departures,Female,15-19 years,296
2016-07,Departures,Female,20-24 years,650
2016-07,Departures,Female,25-29 years,681
2016-07,Departures,Female,30-34 years,406
2016-07,Departures,Female,35-39 years,245
2016-07,Departures,Female,40-44 years,207
2016-07,Departures,Female,45-49 years,175
2016-07,Departures,Female,50-54 years,146
2016-07,Departures,Female,55-59 years,105
2016-07,Departures,Female,60-64 years,74
2016-07,Departures,Female,65-69 years,47
2016-07,Departures,Female,70-74 years,30
2016-07,Departures,Female,75-79 years,19
2016-07,Departures,Female,80-84 years,9
2016-07,Departures,Female,85-89 years,7
2016-07,Departures,Female,90+ years,2
2016-07,Departures,Male,0-4 years,245
2016-07,Departures,Male,10-14 years,145
2016-07,Departures,Male,15-19 years,300
2016-07,Departures,Male,20-24 years,623
2016-07,Departures,Male,25-29 years,735
2016-07,Departures,Male,30-34 years,381
2016-07,Departures,Male,35-39 years,265
2016-07,Departures,Male,40-44 years,186
2016-07,Departures,Male,45-49 years,189
2016-07,Departures,Male,50-54 years,155
2016-07,Departures,Male,55-59 years,105
2016-07,Departures,Male,60-64 years,53
2016-07,Departures,Male,65-69 years,46
2016-07,Departures,Male,70-74 years,21
2016-07,Departures,Male,75-79 years,13
2016-07,Departures,Male,80-84 years,7
2016-07,Departures,Male,85-89 years,2
2016-08,Arrivals,Female,0-4 years,449
2016-08,Arrivals,Female,10-14 years,246
2016-08,Arrivals,Female,15-19 years,344
2016-08,Arrivals,Female,20-24 years,745
2016-08,Arrivals,Female,25-29 years,1099
2016-08,Arrivals,Female,30-34 years,737
2016-08,Arrivals,Female,35-39 years,439
2016-08,Arrivals,Female,40-44 years,342
2016-08,Arrivals,Female,45-49 years,188
2016-08,Arrivals,Female,50-54 years,175
2016-08,Arrivals,Female,55-59 years,191
2016-08,Arrivals,Female,60-64 years,147
2016-08,Arrivals,Female,65-69 years,75
2016-08,Arrivals,Female,70-74 years,31
2016-08,Arrivals,Female,75-79 years,14
2016-08,Arrivals,Female,80-84 years,10
2016-08,Arrivals,Female,85-89 years,6
2016-08,Arrivals,Male,0-4 years,414
2016-08,Arrivals,Male,10-14 years,243
2016-08,Arrivals,Male,15-19 years,425
2016-08,Arrivals,Male,20-24 years,690
2016-08,Arrivals,Male,25-29 years,981
2016-08,Arrivals,Male,30-34 years,800
2016-08,Arrivals,Male,35-39 years,514
2016-08,Arrivals,Male,40-44 years,392
2016-08,Arrivals,Male,45-49 years,234
2016-08,Arrivals,Male,50-54 years,189
2016-08,Arrivals,Male,55-59 years,138
2016-08,Arrivals,Male,60-64 years,157
2016-08,Arrivals,Male,65-69 years,79
2016-08,Arrivals,Male,70-74 years,29
2016-08,Arrivals,Male,75-79 years,21
2016-08,Arrivals,Male,80-84 years,2
2016-08,Arrivals,Male,85-89 years,6
2016-08,Arrivals,Male,90+ years,2
2016-08,Departures,Female,0-4 years,217
2016-08,Departures,Female,10-14 years,84
2016-08,Departures,Female,15-19 years,215
2016-08,Departures,Female,20-24 years,548
2016-08,Departures,Female,25-29 years,545
2016-08,Departures,Female,30-34 years,321
2016-08,Departures,Female,35-39 years,210
2016-08,Departures,Female,40-44 years,145
2016-08,Departures,Female,45-49 years,136
2016-08,Departures,Female,50-54 years,115
2016-08,Departures,Female,55-59 years,118
2016-08,Departures,Female,60-64 years,62
2016-08,Departures,Female,65-69 years,51
2016-08,Departures,Female,70-74 years,37
2016-08,Departures,Female,75-79 years,25
2016-08,Departures,Female,80-84 years,13
2016-08,Departures,Female,90+ years,1
2016-08,Departures,Male,0-4 years,204
2016-08,Departures,Male,10-14 years,74
2016-08,Departures,Male,15-19 years,244
2016-08,Departures,Male,20-24 years,562
2016-08,Departures,Male,25-29 years,664
2016-08,Departures,Male,30-34 years,345
2016-08,Departures,Male,35-39 years,227
2016-08,Departures,Male,40-44 years,185
2016-08,Departures,Male,45-49 years,148
2016-08,Departures,Male,50-54 years,139
2016-08,Departures,Male,55-59 years,100
2016-08,Departures,Male,60-64 years,63
2016-08,Departures,Male,65-69 years,54
2016-08,Departures,Male,70-74 years,29
2016-08,Departures,Male,75-79 years,16
2016-08,Departures,Male,80-84 years,13
2016-09,Arrivals,Female,0-4 years,441
2016-09,Arrivals,Female,10-14 years,239
2016-09,Arrivals,Female,15-19 years,317
2016-09,Arrivals,Female,20-24 years,1037
2016-09,Arrivals,Female,25-29 years,1342
2016-09,Arrivals,Female,30-34 years,783
2016-09,Arrivals,Female,35-39 years,486
2016-09,Arrivals,Female,40-44 years,318
2016-09,Arrivals,Female,45-49 years,216
2016-09,Arrivals,Female,50-54 years,160
2016-09,Arrivals,Female,55-59 years,186
2016-09,Arrivals,Female,60-64 years,155
2016-09,Arrivals,Female,65-69 years,106
2016-09,Arrivals,Female,70-74 years,45
2016-09,Arrivals,Female,75-79 years,19
2016-09,Arrivals,Female,80-84 years,12
2016-09,Arrivals,Female,85-89 years,7
2016-09,Arrivals,Female,90+ years,4
2016-09,Arrivals,Male,0-4 years,439
2016-09,Arrivals,Male,10-14 years,262
2016-09,Arrivals,Male,15-19 years,407
2016-09,Arrivals,Male,20-24 years,787
2016-09,Arrivals,Male,25-29 years,1178
2016-09,Arrivals,Male,30-34 years,855
2016-09,Arrivals,Male,35-39 years,561
2016-09,Arrivals,Male,40-44 years,381
2016-09,Arrivals,Male,45-49 years,246
2016-09,Arrivals,Male,50-54 years,194
2016-09,Arrivals,Male,55-59 years,170
2016-09,Arrivals,Male,60-64 years,150
2016-09,Arrivals,Male,65-69 years,119
2016-09,Arrivals,Male,70-74 years,43
2016-09,Arrivals,Male,75-79 years,16
2016-09,Arrivals,Male,80-84 years,9
2016-09,Arrivals,Male,85-89 years,3
2016-09,Arrivals,Male,90+ years,1
2016-09,Departures,Female,0-4 years,222
2016-09,Departures,Female,10-14 years,112
2016-09,Departures,Female,15-19 years,218
2016-09,Departures,Female,20-24 years,452
2016-09,Departures,Female,25-29 years,604
2016-09,Departures,Female,30-34 years,314
2016-09,Departures,Female,35-39 years,218
2016-09,Departures,Female,40-44 years,152
2016-09,Departures,Female,45-49 years,131
2016-09,Departures,Female,50-54 years,103
2016-09,Departures,Female,55-59 years,98
2016-09,Departures,Female,60-64 years,76
2016-09,Departures,Female,65-69 years,44
2016-09,Departures,Female,70-74 years,37
2016-09,Departures,Female,75-79 years,23
2016-09,Departures,Female,80-84 years,12
2016-09,Departures,Female,85-89 years,5
2016-09,Departures,Female,90+ years,1
2016-09,Departures,Male,0-4 years,224
2016-09,Departures,Male,10-14 years,122
2016-09,Departures,Male,15-19 years,222
2016-09,Departures,Male,20-24 years,464
2016-09,Departures,Male,25-29 years,645
2016-09,Departures,Male,30-34 years,369
2016-09,Departures,Male,35-39 years,207
2016-09,Departures,Male,40-44 years,159
2016-09,Departures,Male,45-49 years,150
2016-09,Departures,Male,50-54 years,121
2016-09,Departures,Male,55-59 years,91
2016-09,Departures,Male,60-64 years,61
2016-09,Departures,Male,65-69 years,54
2016-09,Departures,Male,70-74 years,28
2016-09,Departures,Male,75-79 years,25
2016-09,Departures,Male,80-84 years,4
2016-09,Departures,Male,85-89 years,6
2016-10,Arrivals,Female,0-4 years,424
2016-10,Arrivals,Female,10-14 years,223
2016-10,Arrivals,Female,15-19 years,317
2016-10,Arrivals,Female,20-24 years,845
2016-10,Arrivals,Female,25-29 years,1372
2016-10,Arrivals,Female,30-34 years,782
2016-10,Arrivals,Female,35-39 years,482
2016-10,Arrivals,Female,40-44 years,288
2016-10,Arrivals,Female,45-49 years,214
2016-10,Arrivals,Female,50-54 years,190
2016-10,Arrivals,Female,55-59 years,207
